Time: 2025-10-01 09:20
Stock,Signal,Score,Change,OI Status,Action
NMDC-I,🔥 VERY STRONG BUY - CALL FOCUS,26.88,+0.50,Call Setup,🔥 BUY CALLS STRONG
ANGELONE-I,🔥 VERY STRONG BUY - CALL FOCUS,26.58,+12.70,Call Setup,🔥 BUY CALLS STRONG
PIIND-I,🔥 VERY STRONG BUY - CALL FOCUS,26.46,+5.65,Call Setup,🔥 BUY CALLS STRONG
TATACONSUM-I,🔥 VERY STRONG BUY - CALL FOCUS,26.12,+4.13,Call Setup,🔥 BUY CALLS STRONG
BIOCON-I,🔥 VERY STRONG BUY - CALL FOCUS,26.00,-3.83,Call Setup,🔥 BUY CALLS STRONG
KOTAKBANK-I,🔥 VERY STRONG BUY - CALL FOCUS,25.60,+2.84,Call Setup,🔥 BUY CALLS STRONG
RBLBANK-I,🔥 VERY STRONG SELL - PUT FOCUS,-20.16,-3.82,Put Setup,🔥 BUY PUTS STRONG
SBICARD-I,⚡ STRONG SELL,-19.74,-1.24,Put Setup,⚡ BUY PUTS - ATM/OTM
CHOLAFIN-I,⚡ STRONG SELL,-14.74,-7.43,Put Setup,⚡ BUY PUTS - ATM/OTM
ASHOKLEY-I,⚡ STRONG SELL,-14.32,-8.63,Put Setup,⚡ BUY PUTS - ATM/OTM
LTIM-I,⚡ STRONG SELL,-13.00,+6.17,Call Setup,⚡ BUY PUTS - ATM/OTM
TATAELXSI-I,🔴 SELL - Put Potential,-10.17,-4.97,Put Setup,📉 Consider Puts - OTM Safe
DMART-I,🔴 SELL - Put Potential,-9.61,+0.18,Put Setup,📉 Consider Puts - OTM Safe
BAJFINANCE-I,🔴 SELL - Put Potential,-8.04,-0.50,Put Setup,📉 Consider Puts - OTM Safe

Time: 2025-10-01 09:35
Stock,Signal,Score,Change,OI Status,Action
RECLTD-I,🚀 ULTRA STRONG BUY - AGGRESSIVE CALLS,36.30,-0.82,Strong Call Setup,🚨 BUY CALLS AGGRESSIVELY - ATM/ITM
MAZDOCK-I,🔥 VERY STRONG BUY - CALL FOCUS,33.91,+5.80,Strong Call Setup,🔥 BUY CALLS STRONG
PFC-I,🔥 VERY STRONG BUY - CALL FOCUS,32.71,-2.29,Strong Call Setup,🔥 BUY CALLS STRONG
LUPIN-I,🔥 VERY STRONG BUY - CALL FOCUS,30.42,+1.45,Strong Call Setup,🔥 BUY CALLS STRONG
LAURUSLABS-I,🔥 VERY STRONG BUY - CALL FOCUS,29.91,-4.00,Strong Call Setup,🔥 BUY CALLS STRONG
SYNGENE-I,🔥 VERY STRONG BUY - CALL FOCUS,28.39,-4.23,Strong Call Setup,🔥 BUY CALLS STRONG
TATAMOTORS-I,🔥 VERY STRONG BUY - CALL FOCUS,28.11,+6.39,Strong Call Setup,🔥 BUY CALLS STRONG
BHEL-I,🔥 VERY STRONG BUY - CALL FOCUS,27.97,+3.75,Call Setup,🔥 BUY CALLS STRONG
GODREJPROP-I,🔥 VERY STRONG BUY - CALL FOCUS,27.65,-4.59,Call Setup,🔥 BUY CALLS STRONG
TRENT-I,🔥 VERY STRONG BUY - CALL FOCUS,27.60,+4.10,Strong Call Setup,🔥 BUY CALLS STRONG
BPCL-I,🔥 VERY STRONG BUY - CALL FOCUS,26.73,-7.17,Strong Call Setup,🔥 BUY CALLS STRONG
NYKAA-I,🔥 VERY STRONG BUY - CALL FOCUS,26.72,+2.29,Call Setup,🔥 BUY CALLS STRONG
ANGELONE-I,🔥 VERY STRONG BUY - CALL FOCUS,26.69,+0.12,Call Setup,🔥 BUY CALLS STRONG
PRESTIGE-I,🔥 VERY STRONG BUY - CALL FOCUS,26.58,-6.06,Call Setup,🔥 BUY CALLS STRONG
SHRIRAMFIN-I,🔥 VERY STRONG BUY - CALL FOCUS,25.64,+1.45,Strong Call Setup,🔥 BUY CALLS STRONG
FORTIS-I,🔥 VERY STRONG BUY - CALL FOCUS,25.48,+0.94,Call Setup,🔥 BUY CALLS STRONG
HAL-I,🔥 VERY STRONG BUY - CALL FOCUS,24.83,+3.75,Call Setup,🔥 BUY CALLS STRONG
TATACONSUM-I,🔥 VERY STRONG BUY - CALL FOCUS,23.64,-2.48,Call Setup,🔥 BUY CALLS STRONG
IEX-I,🔥 VERY STRONG BUY - CALL FOCUS,23.31,-1.32,Call Setup,🔥 BUY CALLS STRONG
IRFC-I,🔥 VERY STRONG BUY - CALL FOCUS,23.27,-1.76,Call Setup,🔥 BUY CALLS STRONG
SBICARD-I,⚡ STRONG SELL,-17.62,+2.13,Put Setup,⚡ BUY PUTS - ATM/OTM
LTIM-I,⚡ STRONG SELL,-14.27,-1.27,Put Setup,⚡ BUY PUTS - ATM/OTM
DELHIVERY-I,⚡ STRONG SELL,-13.03,-8.52,Put Setup,⚡ BUY PUTS - ATM/OTM
ASHOKLEY-I,🔴 SELL - Put Potential,-11.84,+2.48,Put Setup,📉 Consider Puts - OTM Safe
RBLBANK-I,🔴 SELL - Put Potential,-11.67,+8.49,Put Setup,📉 Consider Puts - OTM Safe
TATAELXSI-I,🔴 SELL - Put Potential,-11.08,-0.91,Put Setup,📉 Consider Puts - OTM Safe
BAJFINANCE-I,🔴 SELL - Put Potential,-8.22,-0.19,Put Setup,📉 Consider Puts - OTM Safe

Time: 2025-10-01 09:40
Stock,Signal,Score,Change,OI Status,Action
PFC-I,🚀 ULTRA STRONG BUY - AGGRESSIVE CALLS,37.18,+4.47,Strong Call Setup,🚨 BUY CALLS AGGRESSIVELY - ATM/ITM
RECLTD-I,🚀 ULTRA STRONG BUY - AGGRESSIVE CALLS,36.65,+0.35,Strong Call Setup,🚨 BUY CALLS AGGRESSIVELY - ATM/ITM
MAZDOCK-I,🔥 VERY STRONG BUY - CALL FOCUS,33.29,-0.62,Strong Call Setup,🔥 BUY CALLS STRONG
BPCL-I,🔥 VERY STRONG BUY - CALL FOCUS,32.18,+5.46,Strong Call Setup,🔥 BUY CALLS STRONG
PAYTM-I,🔥 VERY STRONG BUY - CALL FOCUS,28.81,+5.81,Call Setup,🔥 BUY CALLS STRONG
BHEL-I,🔥 VERY STRONG BUY - CALL FOCUS,28.09,+0.12,Call Setup,🔥 BUY CALLS STRONG
TATAMOTORS-I,🔥 VERY STRONG BUY - CALL FOCUS,28.06,-0.05,Strong Call Setup,🔥 BUY CALLS STRONG
KALYANKJIL-I,🔥 VERY STRONG BUY - CALL FOCUS,27.59,+5.81,Call Setup,🔥 BUY CALLS STRONG
TRENT-I,🔥 VERY STRONG BUY - CALL FOCUS,26.79,-0.82,Strong Call Setup,🔥 BUY CALLS STRONG
ANGELONE-I,🔥 VERY STRONG BUY - CALL FOCUS,26.70,+0.00,Call Setup,🔥 BUY CALLS STRONG
FORTIS-I,🔥 VERY STRONG BUY - CALL FOCUS,25.24,-0.23,Call Setup,🔥 BUY CALLS STRONG
ONGC-I,🔥 VERY STRONG BUY - CALL FOCUS,25.20,+2.06,Call Setup,🔥 BUY CALLS STRONG
LUPIN-I,🔥 VERY STRONG BUY - CALL FOCUS,24.61,-5.81,Strong Call Setup,🔥 BUY CALLS STRONG
HAL-I,🔥 VERY STRONG BUY - CALL FOCUS,24.60,-0.23,Call Setup,🔥 BUY CALLS STRONG
NYKAA-I,🔥 VERY STRONG BUY - CALL FOCUS,24.55,-2.17,Call Setup,🔥 BUY CALLS STRONG
LAURUSLABS-I,🔥 VERY STRONG BUY - CALL FOCUS,24.10,-5.81,Strong Call Setup,🔥 BUY CALLS STRONG
KOTAKBANK-I,🔥 VERY STRONG BUY - CALL FOCUS,23.08,+0.35,Call Setup,🔥 BUY CALLS STRONG
SAIL-I,🔥 VERY STRONG BUY - CALL FOCUS,23.04,+8.69,Call Setup,🔥 BUY CALLS STRONG
IRFC-I,🔥 VERY STRONG BUY - CALL FOCUS,22.86,-0.42,Call Setup,🔥 BUY CALLS STRONG
PGEL-I,🔥 VERY STRONG BUY - CALL FOCUS,22.83,-0.23,Call Setup,🔥 BUY CALLS STRONG
RBLBANK-I,⚡ STRONG SELL,-17.66,-5.99,Put Setup,⚡ BUY PUTS - ATM/OTM
SBICARD-I,⚡ STRONG SELL,-17.38,+0.23,Put Setup,⚡ BUY PUTS - ATM/OTM
DELHIVERY-I,🔴 SELL - Put Potential,-10.86,+2.17,Put Setup,📉 Consider Puts - OTM Safe
LTIM-I,🔴 SELL - Put Potential,-8.46,+5.81,Call Setup,📉 Consider Puts - OTM Safe

Time: 2025-10-01 09:45
Stock,Signal,Score,Change,OI Status,Action
BPCL-I,🔥 VERY STRONG BUY - CALL FOCUS,31.75,-0.43,Strong Call Setup,🔥 BUY CALLS STRONG
LUPIN-I,🔥 VERY STRONG BUY - CALL FOCUS,30.28,+5.67,Strong Call Setup,🔥 BUY CALLS STRONG
SUNPHARMA-I,🔥 VERY STRONG BUY - CALL FOCUS,29.06,+9.57,Strong Call Setup,🔥 BUY CALLS STRONG
ONGC-I,🔥 VERY STRONG BUY - CALL FOCUS,27.50,+2.30,Call Setup,🔥 BUY CALLS STRONG
IGL-I,🔥 VERY STRONG BUY - CALL FOCUS,27.39,+12.74,Strong Call Setup,🔥 BUY CALLS STRONG
MAZDOCK-I,🔥 VERY STRONG BUY,26.81,-6.48,Put Setup,🔥 BUY CALLS STRONG
KOTAKBANK-I,🔥 VERY STRONG BUY - CALL FOCUS,26.42,+3.34,Call Setup,🔥 BUY CALLS STRONG
HUDCO-I,🔥 VERY STRONG BUY - CALL FOCUS,23.88,+4.17,Strong Call Setup,🔥 BUY CALLS STRONG
NUVAMA-I,🔥 VERY STRONG BUY - CALL FOCUS,23.57,+3.20,Call Setup,🔥 BUY CALLS STRONG
TATAMOTORS-I,🔥 VERY STRONG BUY - CALL FOCUS,23.31,-4.76,Strong Call Setup,🔥 BUY CALLS STRONG
TORNTPHARM-I,🔥 VERY STRONG BUY - CALL FOCUS,22.85,+15.10,Call Setup,🔥 BUY CALLS STRONG
SHRIRAMFIN-I,🔥 VERY STRONG BUY,22.68,+5.14,Put Setup,🔥 BUY CALLS STRONG
UNOMINDA-I,🔥 VERY STRONG BUY - CALL FOCUS,22.22,+5.26,Call Setup,🔥 BUY CALLS STRONG
ICICIBANK-I,🔥 VERY STRONG BUY - CALL FOCUS,22.11,+12.01,Call Setup,🔥 BUY CALLS STRONG
PFC-I,🔥 VERY STRONG BUY,21.63,-15.55,Put Setup,🔥 BUY CALLS STRONG
BEL-I,🔥 VERY STRONG BUY - CALL FOCUS,21.15,+0.79,Strong Call Setup,🔥 BUY CALLS STRONG
AUBANK-I,🔥 VERY STRONG BUY - CALL FOCUS,20.82,+0.98,Call Setup,🔥 BUY CALLS STRONG
KPITTECH-I,🔥 VERY STRONG BUY - CALL FOCUS,20.40,+15.06,Strong Call Setup,🔥 BUY CALLS STRONG
RECLTD-I,⚡ STRONG BUY,19.51,-17.14,Call Setup,⚡ BUY CALLS - ATM/OTM
NBCC-I,⚡ STRONG BUY,19.17,+0.61,Call Setup,⚡ BUY CALLS - ATM/OTM
CHOLAFIN-I,⚡ STRONG SELL,-17.16,-10.71,Put Setup,⚡ BUY PUTS - ATM/OTM
RBLBANK-I,⚡ STRONG SELL,-15.78,+1.88,Put Setup,⚡ BUY PUTS - ATM/OTM
SBICARD-I,⚡ STRONG SELL,-14.19,+3.19,Put Setup,⚡ BUY PUTS - ATM/OTM
LTIM-I,⚡ STRONG SELL,-14.09,-5.64,Call Setup,⚡ BUY PUTS - ATM/OTM
ASHOKLEY-I,⚡ STRONG SELL,-13.65,-7.62,Put Setup,⚡ BUY PUTS - ATM/OTM
VOLTAS-I,⚡ STRONG SELL,-13.60,-18.29,Put Setup,⚡ BUY PUTS - ATM/OTM
TATAELXSI-I,⚡ STRONG SELL,-12.19,-7.09,Put Setup,⚡ BUY PUTS - ATM/OTM
DMART-I,🔴 SELL - Put Potential,-10.92,-6.77,Put Setup,📉 Consider Puts - OTM Safe
RVNL-I,🔴 SELL - Put Potential,-10.24,-9.63,Put Setup,📉 Consider Puts - OTM Safe
DELHIVERY-I,🔴 SELL - Put Potential,-10.12,+0.74,Put Setup,📉 Consider Puts - OTM Safe
PATANJALI-I,🔴 SELL - Put Potential,-10.04,-16.94,Put Setup,📉 Consider Puts - OTM Safe
AMBER-I,🔴 SELL - Put Potential,-9.18,-11.22,Put Setup,📉 Consider Puts - OTM Safe

Time: 2025-10-01 09:50
Stock,Signal,Score,Change,OI Status,Action
LUPIN-I,🔥 VERY STRONG BUY - CALL FOCUS,30.28,+0.00,Strong Call Setup,🔥 BUY CALLS STRONG
SUNPHARMA-I,🔥 VERY STRONG BUY - CALL FOCUS,29.06,+0.00,Strong Call Setup,🔥 BUY CALLS STRONG
KOTAKBANK-I,🔥 VERY STRONG BUY - CALL FOCUS,26.42,+0.00,Call Setup,🔥 BUY CALLS STRONG
ONGC-I,🔥 VERY STRONG BUY - CALL FOCUS,26.18,-1.32,Call Setup,🔥 BUY CALLS STRONG
IGL-I,🔥 VERY STRONG BUY - CALL FOCUS,25.52,-1.87,Strong Call Setup,🔥 BUY CALLS STRONG
BPCL-I,🔥 VERY STRONG BUY - CALL FOCUS,23.88,-7.87,Strong Call Setup,🔥 BUY CALLS STRONG
TATAMOTORS-I,🔥 VERY STRONG BUY - CALL FOCUS,23.31,+0.00,Strong Call Setup,🔥 BUY CALLS STRONG
ICICIBANK-I,🔥 VERY STRONG BUY - CALL FOCUS,22.11,+0.00,Call Setup,🔥 BUY CALLS STRONG
MAZDOCK-I,🔥 VERY STRONG BUY,21.23,-5.58,Put Setup,🔥 BUY CALLS STRONG
KPITTECH-I,🔥 VERY STRONG BUY - CALL FOCUS,20.22,-0.19,Strong Call Setup,🔥 BUY CALLS STRONG
SHRIRAMFIN-I,⚡ STRONG BUY,19.40,-3.28,Put Setup,⚡ BUY CALLS - ATM/OTM
BANKINDIA-I,⚡ STRONG BUY,19.30,+5.58,Call Setup,⚡ BUY CALLS - ATM/OTM
HUDCO-I,⚡ STRONG BUY,18.30,-5.58,Strong Call Setup,⚡ BUY CALLS - ATM/OTM
LAURUSLABS-I,⚡ STRONG BUY,18.00,+0.00,Strong Call Setup,⚡ BUY CALLS - ATM/OTM
TORNTPHARM-I,⚡ STRONG BUY,17.27,-5.58,Call Setup,⚡ BUY CALLS - ATM/OTM
BEL-I,⚡ STRONG BUY,16.57,-4.57,Strong Call Setup,⚡ BUY CALLS - ATM/OTM
UNOMINDA-I,⚡ STRONG BUY,16.29,-5.93,Call Setup,⚡ BUY CALLS - ATM/OTM
FORTIS-I,⚡ STRONG BUY,16.25,+0.00,Call Setup,⚡ BUY CALLS - ATM/OTM
ADANIPORTS-I,⚡ STRONG BUY,15.89,+0.00,Call Setup,⚡ BUY CALLS - ATM/OTM
NUVAMA-I,⚡ STRONG BUY,15.70,-7.87,Call Setup,⚡ BUY CALLS - ATM/OTM
SBICARD-I,⚡ STRONG SELL,-19.77,-5.58,Put Setup,⚡ BUY PUTS - ATM/OTM
LTIM-I,⚡ STRONG SELL,-19.67,-5.58,Put Setup,⚡ BUY PUTS - ATM/OTM
CHOLAFIN-I,⚡ STRONG SELL,-17.16,+0.00,Put Setup,⚡ BUY PUTS - ATM/OTM
RVNL-I,⚡ STRONG SELL,-16.17,-5.93,Put Setup,⚡ BUY PUTS - ATM/OTM
ASHOKLEY-I,⚡ STRONG SELL,-13.65,+0.00,Put Setup,⚡ BUY PUTS - ATM/OTM
VOLTAS-I,⚡ STRONG SELL,-13.60,+0.00,Put Setup,⚡ BUY PUTS - ATM/OTM
TATAELXSI-I,⚡ STRONG SELL,-12.91,-0.72,Put Setup,⚡ BUY PUTS - ATM/OTM
DMART-I,🔴 SELL - Put Potential,-11.27,-0.35,Put Setup,📉 Consider Puts - OTM Safe
WIPRO-I,🔴 SELL - Put Potential,-11.23,-5.76,Put Setup,📉 Consider Puts - OTM Safe
INFY-I,🔴 SELL - Put Potential,-10.94,-5.56,Put Setup,📉 Consider Puts - OTM Safe
PATANJALI-I,🔴 SELL - Put Potential,-9.85,+0.19,Put Setup,📉 Consider Puts - OTM Safe
BLUESTARCO-I,🔴 SELL - Put Potential,-9.43,-4.84,Put Setup,📉 Consider Puts - OTM Safe
AMBER-I,🔴 SELL - Put Potential,-9.18,+0.00,Put Setup,📉 Consider Puts - OTM Safe
ICICIGI-I,🔴 SELL - Put Potential,-8.70,-0.72,Put Setup,📉 Consider Puts - OTM Safe
BAJAJFINSV-I,🔴 SELL - Put Potential,-8.64,-0.72,Put Setup,📉 Consider Puts - OTM Safe
COFORGE-I,🔴 SELL - Put Potential,-8.56,-2.29,Put Setup,📉 Consider Puts - OTM Safe
HCLTECH-I,🔴 SELL - Put Potential,-8.22,-5.02,Put Setup,📉 Consider Puts - OTM Safe

Time: 2025-10-01 09:55
Stock,Signal,Score,Change,OI Status,Action
LUPIN-I,🔥 VERY STRONG BUY - CALL FOCUS,29.81,-0.46,Strong Call Setup,🔥 BUY CALLS STRONG
BPCL-I,🔥 VERY STRONG BUY - CALL FOCUS,29.00,+5.11,Strong Call Setup,🔥 BUY CALLS STRONG
SUNPHARMA-I,🔥 VERY STRONG BUY - CALL FOCUS,28.59,-0.46,Strong Call Setup,🔥 BUY CALLS STRONG
